timestamp_iso,rxpci_mb_s,txpci_mb_s
2026-08-24T14:11:47+00:00,0,0
2026-08-24T14:11:52+00:00,0,0
2026-08-24T14:11:58+00:00,0,0
2026-08-24T14:12:03+00:00,0,0
2026-08-24T14:12:08+00:00,0,0
2026-08-24T14:12:13+00:00,0,0
2026-08-24T14:12:18+00:00,0,0
2026-08-24T14:12:23+00:00,0,0
2026-08-24T14:12:28+00:00,0,0
2026-08-24T14:12:33+00:00,0,0
2026-08-24T14:12:38+00:00,0,1
2026-08-24T14:12:43+00:00,0,0
2026-08-24T14:12:48+00:00,0,0
2026-08-24T14:12:54+00:00,0,0
2026-08-24T14:12:59+00:00,0,0
2026-08-24T14:13:04+00:00,0,0
2026-08-24T14:13:09+00:00,0,0
2026-08-24T14:13:14+00:00,0,0
2026-08-24T14:13:19+00:00,0,0
2026-08-24T14:13:24+00:00,0,0
2026-08-24T14:13:29+00:00,0,0
2026-08-24T14:13:34+00:00,0,1
2026-08-24T14:13:39+00:00,0,0
2026-08-24T14:13:44+00:00,0,0
2026-08-24T14:13:50+00:00,0,0
2026-08-24T14:13:55+00:00,0,0
2026-08-24T14:14:00+00:00,0,0
2026-08-24T14:14:05+00:00,0,0
2026-08-24T14:14:10+00:00,0,0
2026-08-24T14:14:15+00:00,0,0
2026-08-24T14:14:20+00:00,0,0
2026-08-24T14:14:25+00:00,0,0
2026-08-24T14:14:30+00:00,0,0
2026-08-24T14:14:35+00:00,0,5426
2026-08-24T14:14:40+00:00,8990,1028
2026-08-24T14:14:46+00:00,0,0
2026-08-24T14:14:51+00:00,0,0
2026-08-24T14:14:56+00:00,0,0
2026-08-24T14:15:01+00:00,0,0
2026-08-24T14:15:06+00:00,0,0
2026-08-24T14:15:11+00:00,0,0
2026-08-24T14:15:16+00:00,0,0
2026-08-24T14:15:21+00:00,0,0
2026-08-24T14:15:26+00:00,0,0
2026-08-24T14:15:31+00:00,0,0
2026-08-24T14:15:36+00:00,0,0
2026-08-24T14:15:41+00:00,0,0
2026-08-24T14:15:47+00:00,0,0
2026-08-24T14:15:52+00:00,0,0
2026-08-24T14:15:57+00:00,0,0
2026-08-24T14:16:02+00:00,0,0
2026-08-24T14:16:07+00:00,0,0
2026-08-24T14:16:12+00:00,0,0
2026-08-24T14:16:17+00:00,0,0
2026-08-24T14:16:22+00:00,0,0
2026-08-24T14:16:27+00:00,0,0
2026-08-24T14:16:32+00:00,0,0
2026-08-24T14:16:37+00:00,0,0
2026-08-24T14:16:43+00:00,0,0
2026-08-24T14:16:48+00:00,0,0
2026-08-24T14:16:53+00:00,14,0
2026-08-24T14:16:58+00:00,0,0
2026-08-24T14:17:03+00:00,0,0
2026-08-24T14:17:08+00:00,0,0
2026-08-24T14:17:13+00:00,0,0
2026-08-24T14:17:18+00:00,0,0
2026-08-24T14:17:23+00:00,0,0
2026-08-24T14:17:28+00:00,0,0
2026-08-24T14:17:33+00:00,0,0
